"r2a" "r1a" "recomb" "tcontig.x" "tcontig.y"
"3437506" "tscaffold745_166309_171439__3020" "scaffold897334.2_1_5473__4817" "9.5367431640625e-07" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3437511" "tscaffold745_166309_171439__3020" "tscaffold3771_56233_61227__807" "0.0213882770944149" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3437517" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3437537" "tscaffold745_166309_171439__3171" "tscaffold3771_245964_253535__3091" "0.02510986328125" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3437538" "tscaffold745_166309_171439__3171" "tscaffold4314_309546_317294__3174" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3437550" "tscaffold745_166309_171439__3171" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp8064_c0_seq1"
"3437567" "tscaffold745_166309_171439__3171" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3437569" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437571" "tscaffold745_166309_171439__3171" "tscaffold4199_29349_42130__4886" "9.5367431640625e-07" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3437582" "tscaffold745_166309_171439__3171" "scaffold595989_45330_60903__10364" "9.5367431640625e-07" "comp12654_c0_seq1" "comp8064_c0_seq1"
"3437586" "tscaffold745_166309_171439__3171" "tscaffold4314_677647_685808__3390" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3437589" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3437591" "tscaffold745_166309_171439__3171" "scaffold897334.2_1_5473__4321" "0.0248013720100309" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3437605" "tscaffold745_166309_171439__3171" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3437615" "tscaffold745_166309_171439__3171" "scaffold332534.3_21273_29861__8457" "0.0114218971946023" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3437624" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__1680" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3437634" "tscaffold745_166309_171439__3171" "tscaffold4199_29349_42130__5930" "9.5367431640625e-07" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3437636" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3437640" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2613" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437647" "tscaffold745_166309_171439__3171" "tscaffold5810_58120_69616__8134" "9.5367431640625e-07" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3437649" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2642" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437659" "tscaffold745_166309_171439__3171" "scaffold897334.2_1_5473__5059" "9.5367431640625e-07" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3437671" "tscaffold745_166309_171439__3171" "tscaffold5853_154820_158254__1713" "9.5367431640625e-07" "comp6268_c0_seq1" "comp8064_c0_seq1"
"3437697" "tscaffold745_166309_171439__3171" "tscaffold2836_177212_179835__1398" "0.0124037000868056" "comp26296_c0_seq1" "comp8064_c0_seq1"
"3437700" "tscaffold745_166309_171439__3171" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp8064_c0_seq1"
"3437702" "tscaffold745_166309_171439__3171" "tscaffold4314_309546_317294__3241" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3437703" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437704" "tscaffold745_166309_171439__3171" "C31343970_1_2364__634" "0.252403846153846" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3437706" "tscaffold745_166309_171439__3171" "tscaffold3771_56233_61227__1080" "9.5367431640625e-07" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3437717" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437723" "tscaffold745_166309_171439__3171" "tscaffold4314_255834_257192__662" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3437729" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__2480" "0.24501329787234" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3437732" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437744" "tscaffold745_166309_171439__3171" "scaffold897334.2_1_5473__5199" "9.5367431640625e-07" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3437747" "tscaffold745_166309_171439__3171" "tscaffold4261_24200_28489__2200" "9.5367431640625e-07" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3437753" "tscaffold745_166309_171439__3171" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3437756" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__2573" "0.0108110981602823" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3437759" "tscaffold745_166309_171439__3171" "tscaffold4199_29349_42130__6787" "0.0450439453125" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3437762" "tscaffold745_166309_171439__3171" "tscaffold4314_677647_685808__3051" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3437764" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437771" "tscaffold745_166309_171439__3171" "tscaffold5810_58120_69616__6764" "0.0108110981602823" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3437777" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__2220" "0.0482913097703313" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3437789" "tscaffold745_166309_171439__3171" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3437790" "tscaffold745_166309_171439__3171" "tscaffold5810_58120_69616__8305" "9.5367431640625e-07" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3437791" "tscaffold745_166309_171439__3171" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp8064_c0_seq1"
"3437803" "tscaffold745_166309_171439__3171" "scaffold332534.3_21273_29861__6853" "0.01116943359375" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3437812" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2604" "0.01116943359375" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437820" "tscaffold745_166309_171439__3171" "tscaffold4314_677647_685808__3173" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3437837" "tscaffold745_166309_171439__3171" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp8064_c0_seq1"
"3437856" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__1616" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3437857" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__4388" "0.0106967357878989" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3437859" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2513" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437866" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2195" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437882" "tscaffold745_166309_171439__3171" "scaffold332534.3_34891_41178__1232" "0.0106967357878989" "comp25728_c1_seq1" "comp8064_c0_seq1"
"3437887" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__2665" "0.0223334418402778" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437895" "tscaffold745_166309_171439__3171" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3437896" "tscaffold745_166309_171439__3171" "tscaffold1192_33770_41887__2706" "9.5367431640625e-07" "comp33268_c0_seq1" "comp8064_c0_seq1"
"3437906" "tscaffold745_166309_171439__3171" "tscaffold2836_177212_179835__1572" "0.0334391276041667" "comp26296_c0_seq1" "comp8064_c0_seq1"
"3437907" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2677" "4.69784930552619e-06" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3437932" "tscaffold745_166309_171439__3171" "tscaffold4261_24200_28489__3938" "9.5367431640625e-07" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3437939" "tscaffold745_166309_171439__3171" "tscaffold4199_29349_42130__6506" "9.5367431640625e-07" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3437940" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3437944" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__2706" "0.0116861032885174" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3437947" "tscaffold745_166309_171439__3171" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3437948" "tscaffold745_166309_171439__3171" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3437954" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3437955" "tscaffold745_166309_171439__3171" "tscaffold4314_309546_317294__3040" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3437960" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__2346" "0.011962890625" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3437961" "tscaffold745_166309_171439__3171" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp8064_c0_seq1"
"3437966" "tscaffold745_166309_171439__3171" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp8064_c0_seq1"
"3437972" "tscaffold745_166309_171439__3171" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp8064_c0_seq1"
"3437992" "tscaffold745_166309_171439__3171" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3437998" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__1634" "0.0116861032885174" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438000" "tscaffold745_166309_171439__3171" "tscaffold3771_56233_61227__1043" "9.5367431640625e-07" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3438005" "tscaffold745_166309_171439__3171" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438007" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__3615" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438010" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__3867" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438016" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__1968" "0.0106967357878989" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438025" "tscaffold745_166309_171439__3171" "C31343970_1_2364__1126" "0.247647849462366" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438028" "tscaffold745_166309_171439__3171" "tscaffold4199_29349_42130__6747" "0.24501329787234" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3438029" "tscaffold745_166309_171439__3171" "scaffold59877.1_11539_16916__3510" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438030" "tscaffold745_166309_171439__3171" "tscaffold4314_255834_257192__595" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438032" "tscaffold745_166309_171439__3171" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438034" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__1676" "0.0116861032885174" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438040" "tscaffold745_166309_171439__3171" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp8064_c0_seq1"
"3438042" "tscaffold745_166309_171439__3171" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438049" "tscaffold745_166309_171439__3171" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3438050" "tscaffold745_166309_171439__3171" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp8064_c0_seq1"
"3438051" "tscaffold745_166309_171439__3171" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp8064_c0_seq1"
"3438052" "tscaffold745_166309_171439__3171" "tscaffold4261_24200_28489__2312" "0.100146484375" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3438060" "tscaffold745_166309_171439__3171" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp8064_c0_seq1"
"3438063" "tscaffold745_166309_171439__3171" "tscaffold6136_5803_10398__2064" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438079" "tscaffold745_166309_171439__3171" "tscaffold4314_255834_257192__1005" "0.0218505859375" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438087" "tscaffold745_166309_171439__3171" "scaffold418329_120140_125281__98" "9.5367431640625e-07" "comp19776_c1_seq1" "comp8064_c0_seq1"
"3438479" "tscaffold745_35334_40161__2280" "tscaffold4314_309546_317294__3174" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438480" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2513" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438481" "tscaffold745_35334_40161__2280" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438484" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__1968" "0.0105847810444079" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438494" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__3615" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438498" "tscaffold745_35334_40161__2280" "scaffold897334.2_1_5473__5059" "9.5367431640625e-07" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3438502" "tscaffold745_35334_40161__2280" "scaffold595989_45330_60903__10364" "0.0112942470593399" "comp12654_c0_seq1" "comp8064_c0_seq1"
"3438520" "tscaffold745_35334_40161__2280" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438522" "tscaffold745_35334_40161__2280" "tscaffold4314_255834_257192__662" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438524" "tscaffold745_35334_40161__2280" "tscaffold4261_24200_28489__2312" "0.0989131221064815" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3438526" "tscaffold745_35334_40161__2280" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp8064_c0_seq1"
"3438529" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__3510" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438539" "tscaffold745_35334_40161__2280" "tscaffold4261_24200_28489__2200" "9.5367431640625e-07" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3438543" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2677" "5.62609176530381e-06" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438558" "tscaffold745_35334_40161__2280" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp8064_c0_seq1"
"3438563" "tscaffold745_35334_40161__2280" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp8064_c0_seq1"
"3438564" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2195" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438568" "tscaffold745_35334_40161__2280" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp8064_c0_seq1"
"3438577" "tscaffold745_35334_40161__2280" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438586" "tscaffold745_35334_40161__2280" "tscaffold4314_255834_257192__595" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438594" "tscaffold745_35334_40161__2280" "scaffold897334.2_1_5473__5199" "9.5367431640625e-07" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3438599" "tscaffold745_35334_40161__2280" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438602" "tscaffold745_35334_40161__2280" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438611" "tscaffold745_35334_40161__2280" "tscaffold3771_56233_61227__1080" "9.5367431640625e-07" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3438613" "tscaffold745_35334_40161__2280" "tscaffold5810_58120_69616__8134" "9.5367431640625e-07" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3438614" "tscaffold745_35334_40161__2280" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3438621" "tscaffold745_35334_40161__2280" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp8064_c0_seq1"
"3438638" "tscaffold745_35334_40161__2280" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438639" "tscaffold745_35334_40161__2280" "tscaffold4314_677647_685808__3390" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3438641" "tscaffold745_35334_40161__2280" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438645" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2064" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438647" "tscaffold745_35334_40161__2280" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438653" "tscaffold745_35334_40161__2280" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438655" "tscaffold745_35334_40161__2280" "tscaffold4261_24200_28489__3938" "9.5367431640625e-07" "comp29496_c0_seq1" "comp8064_c0_seq1"
"3438659" "tscaffold745_35334_40161__2280" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438663" "tscaffold745_35334_40161__2280" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp8064_c0_seq1"
"3438664" "tscaffold745_35334_40161__2280" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438670" "tscaffold745_35334_40161__2280" "tscaffold4314_309546_317294__3040" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438673" "tscaffold745_35334_40161__2280" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3438679" "tscaffold745_35334_40161__2280" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438693" "tscaffold745_35334_40161__2280" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3438695" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438703" "tscaffold745_35334_40161__2280" "tscaffold4314_677647_685808__3051" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3438711" "tscaffold745_35334_40161__2280" "tscaffold2836_177212_179835__1572" "0.033073006095467" "comp26296_c0_seq1" "comp8064_c0_seq1"
"3438712" "tscaffold745_35334_40161__2280" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3438717" "tscaffold745_35334_40161__2280" "tscaffold4199_29349_42130__6787" "0.0445448133680556" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3438720" "tscaffold745_35334_40161__2280" "tscaffold5810_58120_69616__8305" "9.5367431640625e-07" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3438723" "tscaffold745_35334_40161__2280" "tscaffold4199_29349_42130__4886" "9.5367431640625e-07" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3438737" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__2665" "0.0223334418402778" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438745" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438750" "tscaffold745_35334_40161__2280" "tscaffold3771_56233_61227__1043" "9.5367431640625e-07" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3438762" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438771" "tscaffold745_35334_40161__2280" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp8064_c0_seq1"
"3438780" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__1680" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438786" "tscaffold745_35334_40161__2280" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp8064_c0_seq1"
"3438789" "tscaffold745_35334_40161__2280" "tscaffold3771_245964_253535__3091" "0.0248013720100309" "comp7067_c0_seq1" "comp8064_c0_seq1"
"3438801" "tscaffold745_35334_40161__2280" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp8064_c0_seq1"
"3438814" "tscaffold745_35334_40161__2280" "tscaffold4314_309546_317294__3241" "9.5367431640625e-07" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438819" "tscaffold745_35334_40161__2280" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp8064_c0_seq1"
"3438821" "tscaffold745_35334_40161__2280" "tscaffold2836_177212_179835__1398" "0.0122531797827744" "comp26296_c0_seq1" "comp8064_c0_seq1"
"3438833" "tscaffold745_35334_40161__2280" "scaffold332534.3_34891_41178__1232" "0.0105847810444079" "comp25728_c1_seq1" "comp8064_c0_seq1"
"3438837" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__1616" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438838" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438847" "tscaffold745_35334_40161__2280" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp8064_c0_seq1"
"3438850" "tscaffold745_35334_40161__2280" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3438852" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2613" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438856" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438859" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2642" "9.5367431640625e-07" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438862" "tscaffold745_35334_40161__2280" "scaffold897334.2_1_5473__4321" "0.0245004049161585" "comp51036_c0_seq1" "comp8064_c0_seq1"
"3438864" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438871" "tscaffold745_35334_40161__2280" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp8064_c0_seq1"
"3438901" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__2604" "0.01116943359375" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438902" "tscaffold745_35334_40161__2280" "tscaffold5810_58120_69616__6764" "0.0106967357878989" "comp3285_c0_seq1" "comp8064_c0_seq1"
"3438903" "tscaffold745_35334_40161__2280" "tscaffold4199_29349_42130__5930" "9.5367431640625e-07" "comp4147_c0_seq1" "comp8064_c0_seq1"
"3438921" "tscaffold745_35334_40161__2280" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp8064_c0_seq1"
"3438924" "tscaffold745_35334_40161__2280" "tscaffold4314_255834_257192__1005" "0.021616945984543" "comp1964_c0_seq1" "comp8064_c0_seq1"
"3438936" "tscaffold745_35334_40161__2280" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp8064_c0_seq1"
"3438937" "tscaffold745_35334_40161__2280" "tscaffold6136_5803_10398__1634" "0.0115524818157328" "comp1027_c0_seq1" "comp8064_c0_seq1"
"3438945" "tscaffold745_35334_40161__2280" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp8064_c0_seq1"
"3438949" "tscaffold745_35334_40161__2280" "tscaffold5853_154820_158254__1713" "9.5367431640625e-07" "comp6268_c0_seq1" "comp8064_c0_seq1"
"3438960" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__2480" "0.242351973684211" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438966" "tscaffold745_35334_40161__2280" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp8064_c0_seq1"
"3438969" "tscaffold745_35334_40161__2280" "tscaffold4314_677647_685808__3173" "9.5367431640625e-07" "comp9706_c0_seq1" "comp8064_c0_seq1"
"3438971" "tscaffold745_35334_40161__2280" "scaffold59877.1_11539_16916__3867" "9.5367431640625e-07" "comp9553_c0_seq1" "comp8064_c0_seq1"
"3438978" "tscaffold745_35334_40161__2280" "tscaffold1192_33770_41887__2706" "9.5367431640625e-07" "comp33268_c0_seq1" "comp8064_c0_seq1"
