pine	spruce
comp15181_c0_seq1	comp10252_c0_seq1
comp15182_c0_seq1	comp23398_c0_seq1
comp1518_c0_seq1	comp1442_c0_seq1
comp15190_c0_seq1	comp25076_c0_seq1
comp15191_c0_seq1	comp13815_c0_seq1
comp15192_c0_seq1	comp44094_c0_seq1
comp10044_c0_seq1	comp6371_c0_seq1
comp15197_c0_seq1	comp13769_c0_seq1
comp15199_c0_seq1	comp11544_c0_seq1
comp1519_c0_seq1	comp1300_c0_seq1
comp15200_c0_seq1	comp23523_c0_seq1
comp15206_c0_seq1	comp32_c0_seq1
comp15207_c0_seq1	comp15734_c0_seq1
comp15212_c0_seq1	comp18562_c0_seq1
comp15213_c0_seq1	comp18039_c0_seq1
comp15216_c0_seq1	comp19820_c0_seq1
comp15220_c1_seq1	comp20188_c0_seq1
comp15221_c0_seq1	comp23518_c0_seq1
comp15223_c0_seq1	comp15708_c0_seq1
comp15224_c0_seq1	comp20128_c0_seq1
comp15229_c0_seq1	comp37046_c0_seq1
comp15234_c0_seq1	comp17367_c0_seq1
comp10444_c0_seq1	comp9496_c0_seq1
comp15235_c0_seq1	comp15494_c0_seq1
comp15237_c0_seq1	comp15532_c0_seq1
comp15239_c0_seq1	comp18387_c1_seq1
comp15242_c0_seq1	comp13450_c1_seq1
comp10445_c1_seq1	comp17376_c0_seq1
comp15248_c0_seq1	comp23215_c0_seq1
comp1524_c0_seq1	comp1682_c0_seq1
comp15255_c2_seq1	comp17355_c0_seq1
comp15256_c0_seq1	comp13046_c0_seq1
comp1525_c0_seq1	comp1121_c0_seq1
comp15262_c0_seq1	comp15146_c0_seq1
comp15264_c0_seq1	comp19852_c1_seq1
comp15266_c0_seq1	comp12485_c0_seq1
comp15267_c0_seq1	comp21437_c0_seq1
comp1526_c0_seq1	comp1131_c0_seq1
comp10448_c0_seq1	comp14689_c0_seq1
comp15270_c0_seq1	comp13792_c0_seq1
comp15272_c0_seq1	comp33271_c0_seq1
comp15273_c0_seq1	comp13878_c0_seq1
comp15279_c0_seq1	comp11531_c0_seq1
comp15285_c0_seq1	comp15380_c0_seq1
comp15286_c0_seq1	comp26678_c0_seq1
comp15287_c0_seq1	comp3050_c2_seq1
comp10449_c0_seq1	comp10205_c0_seq1
comp15290_c0_seq1	comp59498_c0_seq1
comp15291_c0_seq1	comp12440_c0_seq1
comp15293_c0_seq1	comp18819_c0_seq1
comp15296_c0_seq1	comp13501_c0_seq1
comp15298_c0_seq1	comp12693_c0_seq1
comp10045_c0_seq1	comp12893_c1_seq1
comp1044_c0_seq1	comp1230_c0_seq1
comp1529_c0_seq1	comp1969_c0_seq1
comp152_c0_seq1	comp301_c0_seq1
comp15300_c0_seq1	comp11943_c0_seq1
comp15301_c0_seq1	comp12868_c0_seq1
comp15302_c0_seq1	comp14573_c0_seq1
comp15307_c0_seq1	comp41265_c0_seq1
comp15308_c0_seq1	comp13607_c0_seq1
comp10450_c0_seq1	comp13870_c0_seq1
comp15309_c0_seq1	comp8174_c4_seq1
comp15311_c0_seq1	comp15609_c0_seq1
comp15312_c0_seq1	comp16229_c0_seq1
comp15313_c0_seq1	comp12081_c0_seq1
comp15314_c1_seq1	comp30653_c0_seq1
comp15316_c0_seq1	comp19131_c0_seq1
comp15317_c0_seq1	comp11525_c0_seq1
comp10451_c0_seq1	comp8195_c0_seq1
comp15317_c1_seq1	comp11525_c1_seq1
comp1531_c0_seq1	comp2556_c0_seq1
comp15323_c0_seq1	comp19232_c0_seq1
comp153282_c0_seq1	comp81186_c0_seq1
comp15328_c0_seq1	comp16717_c0_seq1
comp15329_c0_seq1	comp9870_c0_seq1
comp1532_c0_seq1	comp1742_c0_seq1
comp15330_c0_seq1	comp50450_c0_seq1
comp10452_c0_seq1	comp11133_c0_seq1
comp15331_c0_seq1	comp16398_c0_seq1
comp15334_c0_seq1	comp21666_c0_seq1
comp15337_c0_seq1	comp11196_c0_seq1
comp1533_c1_seq1	comp1589_c0_seq1
comp15341_c1_seq1	comp14655_c0_seq1
comp15343_c0_seq1	comp4819_c0_seq1
comp15344_c0_seq1	comp12518_c0_seq1
comp15347_c0_seq1	comp10104_c1_seq1
comp15349_c1_seq1	comp19022_c2_seq1
comp1534_c0_seq1	comp834_c0_seq1
comp15354_c0_seq1	comp19251_c0_seq1
comp15359_c0_seq1	comp14358_c0_seq1
comp1535_c0_seq1	comp964_c0_seq1
comp15360_c0_seq1	comp15663_c0_seq1
comp15361_c0_seq1	comp14919_c0_seq1
comp15363_c0_seq1	comp11506_c2_seq1
comp104559_c0_seq1	comp51710_c0_seq1
comp15364_c0_seq1	comp16758_c0_seq1
comp15368_c0_seq1	comp15251_c0_seq1
comp15369_c0_seq1	comp13745_c0_seq1
comp15373_c0_seq1	comp17070_c0_seq1
comp15377_c0_seq1	comp25511_c0_seq1
comp10455_c0_seq1	comp10372_c0_seq1
comp15379_c0_seq1	comp66489_c0_seq1
comp15382_c0_seq1	comp16422_c0_seq1
comp15384_c0_seq1	comp11522_c0_seq1
comp15385_c0_seq1	comp16733_c0_seq1
comp15387_c0_seq1	comp13245_c0_seq1
comp15388_c0_seq1	comp11644_c0_seq1
comp15389_c0_seq1	comp11070_c0_seq1
comp1538_c1_seq1	comp8017_c0_seq1
comp15390_c0_seq1	comp15307_c0_seq1
comp15392_c0_seq1	comp21645_c0_seq1
comp15393_c0_seq1	comp17077_c0_seq1
comp15394_c0_seq1	comp10213_c0_seq1
comp15395_c0_seq1	comp17506_c0_seq1
comp15396_c0_seq1	comp17625_c0_seq1
comp15398_c0_seq1	comp6287_c0_seq1
comp1539_c0_seq1	comp1313_c0_seq1
comp15400_c0_seq1	comp31588_c0_seq1
comp15402_c0_seq1	comp14218_c0_seq1
comp15404_c0_seq1	comp10350_c0_seq1
comp15408_c0_seq1	comp14399_c0_seq1
comp10046_c0_seq1	comp7542_c0_seq1
comp10458_c0_seq1	comp12387_c0_seq1
comp15409_c0_seq1	comp12921_c0_seq1
comp15412_c0_seq1	comp14938_c0_seq1
comp15416_c0_seq1	comp17001_c0_seq1
comp15418_c0_seq1	comp15480_c0_seq1
comp15419_c0_seq1	comp14144_c1_seq1
comp1541_c0_seq1	comp1873_c1_seq1
comp15420_c0_seq1	comp10422_c0_seq1
comp10459_c0_seq1	comp7721_c0_seq1
comp15423_c0_seq1	comp17857_c0_seq1
comp15424_c0_seq1	comp14449_c0_seq1
comp15426_c0_seq1	comp11712_c0_seq1
comp15429_c0_seq1	comp11198_c0_seq1
comp1542_c0_seq1	comp1373_c0_seq1
comp1045_c0_seq1	comp994_c0_seq1
comp15433_c0_seq1	comp13788_c0_seq1
comp15437_c3_seq1	comp27500_c0_seq1
comp15438_c0_seq1	comp12862_c0_seq1
comp15439_c0_seq1	comp15756_c0_seq1
comp1543_c0_seq1	comp2019_c0_seq1
comp15440_c0_seq1	comp8051_c1_seq1
comp15441_c0_seq1	comp14196_c0_seq1
comp15443_c0_seq1	comp13285_c0_seq1
comp15445_c1_seq1	comp14614_c0_seq1
comp15446_c0_seq1	comp15095_c0_seq1
comp15448_c0_seq1	comp20480_c0_seq1
comp15450_c0_seq1	comp10625_c0_seq1
comp15453_c0_seq1	comp18267_c0_seq1
comp15454_c0_seq1	comp14002_c0_seq1
comp15455_c0_seq1	comp10739_c0_seq1
comp15457_c1_seq1	comp13900_c0_seq1
comp15458_c0_seq1	comp11276_c0_seq1
comp1545_c0_seq1	comp875_c2_seq1
comp15461_c0_seq1	comp6821_c0_seq1
comp15464_c0_seq1	comp11571_c0_seq1
comp15468_c0_seq1	comp8053_c0_seq1
comp1546_c0_seq1	comp2863_c0_seq1
comp15470_c0_seq1	comp17824_c0_seq1
comp10462_c0_seq1	comp11919_c0_seq1
comp15472_c0_seq1	comp17911_c0_seq1
comp15475_c0_seq1	comp20942_c0_seq1
comp15476_c0_seq1	comp14212_c0_seq1
comp1547_c0_seq1	comp1642_c0_seq1
comp15480_c0_seq1	comp2144_c77_seq1
comp15481_c0_seq1	comp19973_c0_seq1
comp15482_c20_seq1	comp24621_c4_seq1
comp10463_c0_seq1	comp12459_c0_seq1
comp15485_c1_seq1	comp16068_c0_seq1
comp15486_c0_seq1	comp27564_c0_seq1
comp15490_c0_seq1	comp31891_c0_seq1
comp15492_c0_seq1	comp7896_c0_seq1
comp15494_c0_seq1	comp17192_c1_seq1
comp10464_c0_seq1	comp8494_c0_seq1
comp15496_c0_seq1	comp22398_c0_seq1
comp15499_c0_seq1	comp22506_c0_seq1
comp154_c0_seq1	comp107_c0_seq1
comp15502_c0_seq1	comp21696_c0_seq1
comp15504_c0_seq1	comp27603_c0_seq1
comp15505_c0_seq1	comp16474_c0_seq1
comp15506_c0_seq1	comp11690_c0_seq1
comp15507_c0_seq1	comp13385_c0_seq1
comp15508_c0_seq1	comp17444_c0_seq1
comp15510_c0_seq1	comp12222_c0_seq1
comp15511_c0_seq1	comp17452_c0_seq1
comp10047_c0_seq1	comp4892_c0_seq1
comp10465_c0_seq1	comp9617_c0_seq1
comp15512_c0_seq1	comp18110_c0_seq1
comp15513_c0_seq1	comp16466_c0_seq1
comp15514_c0_seq1	comp17359_c0_seq1
comp15517_c1_seq1	comp19433_c1_seq1
comp1551_c0_seq1	comp1144_c0_seq1
comp15521_c0_seq1	comp20961_c0_seq1
comp15524_c0_seq1	comp11512_c1_seq1
comp15527_c0_seq1	comp14290_c0_seq1
comp15528_c0_seq1	comp5669_c0_seq1
comp15529_c0_seq1	comp25282_c0_seq1
comp1552_c0_seq1	comp6218_c0_seq1
comp15530_c0_seq1	comp16933_c0_seq1
comp15533_c0_seq1	comp16767_c0_seq1
comp15538_c0_seq1	comp84049_c0_seq1
comp15539_c0_seq1	comp31276_c0_seq1
comp15543_c0_seq1	comp11578_c0_seq1
comp15545_c0_seq1	comp8658_c0_seq1
comp15546_c0_seq1	comp17264_c0_seq1
comp104684_c0_seq1	comp31210_c0_seq1
comp1554_c0_seq1	comp2320_c2_seq1
comp15550_c0_seq1	comp13857_c0_seq1
comp15553_c0_seq1	comp11786_c0_seq1
comp15557_c0_seq1	comp14510_c0_seq1
comp10468_c0_seq1	comp10563_c0_seq1
comp1555_c0_seq1	comp309_c0_seq1
comp15560_c0_seq1	comp51199_c0_seq1
comp15563_c0_seq1	comp9701_c0_seq1
comp15566_c0_seq1	comp12789_c1_seq1
comp15569_c1_seq1	comp9337_c0_seq1
comp1556_c0_seq1	comp1205_c0_seq1
comp15570_c0_seq1	comp22103_c0_seq1
comp15572_c0_seq1	comp18764_c2_seq1
comp15574_c0_seq1	comp17976_c0_seq1
comp15575_c1_seq1	comp19094_c0_seq1
comp1557_c0_seq1	comp1550_c0_seq1
comp15580_c0_seq1	comp8711_c0_seq1
comp15581_c0_seq1	comp19324_c0_seq1
comp15582_c0_seq1	comp34948_c0_seq1
comp15583_c0_seq1	comp16580_c0_seq1
comp15587_c0_seq1	comp21896_c0_seq1
comp15590_c0_seq1	comp11955_c0_seq1
comp15592_c1_seq1	comp13005_c1_seq1
comp15593_c0_seq1	comp39729_c1_seq1
comp15594_c0_seq1	comp11007_c0_seq1
comp15595_c0_seq1	comp11722_c0_seq1
comp15596_c0_seq1	comp16922_c0_seq1
comp15597_c0_seq1	comp15305_c1_seq1
comp15599_c0_seq1	comp13383_c0_seq1
comp1559_c0_seq1	comp2278_c0_seq1
comp15600_c0_seq1	comp10990_c0_seq1
comp15602_c0_seq1	comp8081_c0_seq1
comp10470_c0_seq1	comp9853_c1_seq1
comp15604_c0_seq1	comp14482_c0_seq1
comp15605_c0_seq1	comp1566_c2_seq1
comp15607_c1_seq1	comp15831_c0_seq1
comp10048_c0_seq1	comp17018_c0_seq1
comp10471_c0_seq1	comp8278_c0_seq1
comp15611_c1_seq1	comp13979_c0_seq1
comp15612_c0_seq1	comp10899_c0_seq1
comp15615_c0_seq1	comp14897_c0_seq1
comp15617_c0_seq1	comp15223_c0_seq1
comp15618_c0_seq1	comp16489_c0_seq1
comp1561_c0_seq1	comp841_c0_seq1
comp15620_c1_seq1	comp16981_c0_seq1
comp15621_c0_seq1	comp19731_c0_seq1
comp15622_c0_seq1	comp14529_c1_seq1
comp15623_c0_seq1	comp15574_c0_seq1
comp15624_c0_seq1	comp15913_c0_seq1
comp15625_c0_seq1	comp17955_c0_seq1
comp15628_c0_seq1	comp9831_c1_seq1
comp15629_c0_seq1	comp16186_c0_seq1
comp1562_c0_seq1	comp1494_c0_seq1
comp15631_c0_seq1	comp10562_c0_seq1
comp15637_c1_seq1	comp60200_c0_seq1
comp15637_c7_seq1	comp32724_c0_seq1
comp15637_c9_seq1	comp96211_c0_seq1
comp10473_c0_seq1	comp15687_c0_seq1
comp15639_c0_seq1	comp7532_c0_seq1
comp15641_c0_seq1	comp19610_c0_seq1
comp15642_c0_seq1	comp26052_c0_seq1
comp15649_c0_seq1	comp13943_c0_seq1
comp1564_c0_seq1	comp2271_c0_seq1
comp15651_c0_seq1	comp26897_c0_seq1
comp15657_c0_seq1	comp17140_c0_seq1
comp1565_c0_seq1	comp1318_c0_seq1
comp10476_c0_seq1	comp12161_c0_seq1
comp15660_c0_seq1	comp73463_c0_seq1
comp15661_c0_seq1	comp12132_c1_seq1
comp15662_c0_seq1	comp25009_c1_seq1
comp15664_c0_seq1	comp91_c2_seq1
comp15667_c2_seq1	comp30568_c0_seq1
comp1566_c0_seq1	comp1034_c0_seq1
comp104773_c0_seq1	comp27688_c0_seq1
comp15674_c0_seq1	comp20519_c0_seq1
comp15675_c0_seq1	comp14809_c0_seq1
comp15679_c0_seq1	comp12215_c0_seq1
comp10477_c0_seq1	comp4464_c0_seq1
comp1567_c0_seq1	comp2586_c0_seq1
comp15683_c0_seq1	comp15932_c0_seq1
comp15687_c0_seq1	comp18316_c0_seq1
comp15688_c0_seq1	comp19941_c0_seq1
comp15689_c0_seq1	comp14317_c0_seq1
comp10478_c0_seq1	comp10958_c0_seq1
comp15692_c0_seq1	comp13275_c0_seq1
comp15694_c0_seq1	comp18248_c0_seq1
comp15698_c1_seq1	comp15534_c0_seq1
comp1569_c0_seq1	comp2156_c2_seq1
comp156_c0_seq1	comp163_c0_seq1
comp15702_c0_seq1	comp15001_c0_seq1
comp15703_c0_seq1	comp11679_c0_seq1
comp15705_c0_seq1	comp14508_c1_seq1
comp15708_c1_seq1	comp16309_c0_seq1
comp10479_c0_seq1	comp10574_c0_seq1
comp15715_c0_seq1	comp16602_c0_seq1
comp15716_c0_seq1	comp16679_c0_seq1
comp15719_c0_seq1	comp7951_c0_seq1
comp1571_c0_seq1	comp1309_c0_seq1
comp15721_c0_seq1	comp24633_c0_seq1
comp15729_c0_seq1	comp15133_c0_seq1
comp15730_c0_seq1	comp4709_c0_seq1
comp15732_c0_seq1	comp16577_c0_seq1
comp15733_c0_seq1	comp10693_c0_seq1
comp15734_c0_seq1	comp16481_c0_seq1
comp15738_c0_seq1	comp17377_c0_seq1
comp15742_c0_seq1	comp9119_c0_seq1
comp10481_c0_seq1	comp12239_c0_seq1
comp15744_c0_seq1	comp12065_c0_seq1
comp15745_c0_seq1	comp14801_c1_seq1
comp15748_c0_seq1	comp22298_c0_seq1
comp15749_c0_seq1	comp5911_c0_seq1
comp1574_c0_seq1	comp2697_c0_seq1
comp15751_c0_seq1	comp17946_c0_seq1
comp15752_c0_seq1	comp14609_c0_seq1
comp10482_c0_seq1	comp10925_c0_seq1
comp15755_c0_seq1	comp12435_c0_seq1
comp15757_c1_seq1	comp27561_c0_seq1
comp15759_c0_seq1	comp14277_c0_seq1
comp1575_c0_seq1	comp1559_c0_seq1
comp15760_c0_seq1	comp22625_c0_seq1
comp15762_c0_seq1	comp17073_c0_seq1
comp15764_c0_seq1	comp25156_c0_seq1
comp15765_c0_seq1	comp12022_c0_seq1
comp15766_c0_seq1	comp17734_c0_seq1
comp15771_c0_seq1	comp11156_c0_seq1
comp15773_c0_seq1	comp8553_c0_seq1
comp15774_c0_seq1	comp10098_c0_seq1
comp15775_c0_seq1	comp14039_c1_seq1
comp15777_c0_seq1	comp18361_c0_seq1
comp15778_c0_seq1	comp53718_c0_seq1
comp15780_c0_seq1	comp16248_c4_seq1
comp10485_c0_seq1	comp12057_c0_seq1
comp15787_c0_seq1	comp12248_c0_seq1
comp1578_c1_seq1	comp19771_c10_seq1
comp15790_c0_seq1	comp15283_c0_seq1
comp10486_c0_seq1	comp18017_c0_seq1
comp15797_c0_seq1	comp15450_c1_seq1
comp15798_c0_seq1	comp15926_c1_seq1
comp15799_c0_seq1	comp16027_c0_seq1
comp157_c1_seq1	comp230_c0_seq1
comp15802_c0_seq1	comp9868_c0_seq1
comp15803_c0_seq1	comp13293_c2_seq1
comp10487_c0_seq1	comp9951_c0_seq1
comp15804_c0_seq1	comp22308_c0_seq1
comp15807_c0_seq1	comp20211_c0_seq1
comp1580_c0_seq1	comp1125_c1_seq1
comp15810_c0_seq1	comp23602_c0_seq1
comp1004_c0_seq1	comp3062_c0_seq1
comp15814_c0_seq1	comp13126_c0_seq1
comp15815_c0_seq1	comp13070_c0_seq1
comp15819_c0_seq1	comp61384_c0_seq1
comp15825_c1_seq1	comp7_c2_seq1
comp15826_c0_seq1	comp11301_c0_seq1
comp1583_c1_seq1	comp2607_c0_seq1
comp15840_c0_seq1	comp13520_c0_seq1
comp15841_c0_seq1	comp11645_c0_seq1
comp15842_c2_seq1	comp17170_c0_seq1
comp15844_c1_seq1	comp29114_c0_seq1
comp15847_c0_seq1	comp12078_c0_seq1
comp1584_c0_seq1	comp1186_c0_seq1
comp15851_c0_seq1	comp37121_c0_seq1
comp15852_c0_seq1	comp23683_c0_seq1
comp15853_c0_seq1	comp10439_c0_seq1
comp15854_c0_seq1	comp9416_c0_seq1
comp10491_c0_seq1	comp16194_c0_seq1
comp15857_c0_seq1	comp12362_c0_seq1
comp15858_c0_seq1	comp24090_c0_seq1
comp15859_c1_seq1	comp24405_c0_seq1
comp1585_c0_seq1	comp2606_c1_seq1
comp15860_c0_seq1	comp9054_c1_seq1
comp15863_c0_seq1	comp17639_c1_seq1
comp15865_c0_seq1	comp7242_c1_seq1
comp10492_c0_seq1	comp12133_c0_seq1
comp15866_c0_seq1	comp17951_c0_seq1
comp15868_c0_seq1	comp12319_c0_seq1
comp1586_c0_seq1	comp3536_c0_seq1
comp15874_c0_seq1	comp12916_c0_seq1
comp15875_c0_seq1	comp6366_c1_seq1
comp15877_c0_seq1	comp17653_c0_seq1
comp1587_c0_seq1	comp3196_c1_seq1
comp15883_c1_seq1	comp53562_c0_seq1
comp15884_c0_seq1	comp19105_c0_seq1
comp15885_c0_seq1	comp15328_c0_seq1
comp15886_c0_seq1	comp14238_c0_seq1
comp15887_c0_seq1	comp12552_c0_seq1
comp15889_c0_seq1	comp12554_c0_seq1
comp1588_c0_seq1	comp812_c0_seq1
comp15896_c0_seq1	comp13500_c0_seq1
comp15897_c0_seq1	comp13131_c0_seq1
comp15898_c0_seq1	comp18081_c1_seq1
comp1589_c0_seq1	comp528_c0_seq1
comp15902_c0_seq1	comp10244_c0_seq1
comp15904_c0_seq1	comp17559_c0_seq1
comp15905_c0_seq1	comp35790_c0_seq1
comp15908_c0_seq1	comp12863_c0_seq1
comp1590_c0_seq1	comp2613_c0_seq1
comp15911_c0_seq1	comp23250_c0_seq1
comp15912_c4_seq1	comp40610_c0_seq1
comp15917_c0_seq1	comp17221_c0_seq1
comp15918_c1_seq1	comp16108_c0_seq1
comp15919_c0_seq1	comp17300_c0_seq1
comp1591_c0_seq1	comp1807_c0_seq1
comp15921_c0_seq1	comp22008_c0_seq1
comp15923_c0_seq1	comp18993_c0_seq1
comp15924_c0_seq1	comp14166_c0_seq1
comp15928_c1_seq1	comp26428_c0_seq1
comp1592_c1_seq1	comp4122_c0_seq1
comp15934_c0_seq1	comp16368_c0_seq1
comp15936_c0_seq1	comp21154_c0_seq1
comp15938_c0_seq1	comp14113_c0_seq1
comp1593_c0_seq1	comp1765_c0_seq1
comp15942_c0_seq1	comp15170_c0_seq1
comp15943_c1_seq1	comp27694_c0_seq1
comp15946_c0_seq1	comp18740_c0_seq1
comp15948_c1_seq1	comp20406_c0_seq1
comp15950_c0_seq1	comp19035_c0_seq1
comp15951_c0_seq1	comp17113_c0_seq1
comp15952_c0_seq1	comp23024_c0_seq1
comp15953_c1_seq1	comp32389_c0_seq1
comp15956_c0_seq1	comp22312_c0_seq1
comp15959_c0_seq1	comp16839_c0_seq1
comp1595_c0_seq1	comp1968_c1_seq1
comp15960_c0_seq1	comp24065_c0_seq1
comp15962_c1_seq1	comp19052_c1_seq1
comp15965_c0_seq1	comp14031_c0_seq1
comp15968_c0_seq1	comp18451_c0_seq1
comp15970_c0_seq1	comp10658_c0_seq1
comp15971_c0_seq1	comp13434_c0_seq1
comp10498_c1_seq1	comp20408_c0_seq1
comp15973_c0_seq1	comp16759_c0_seq1
comp15975_c0_seq1	comp13477_c0_seq1
comp15977_c13_seq1	comp21192_c7_seq1
comp15978_c0_seq1	comp16709_c0_seq1
comp15980_c0_seq1	comp30170_c0_seq1
comp10499_c0_seq1	comp11854_c0_seq1
comp15984_c0_seq1	comp17012_c0_seq1
comp15985_c0_seq1	comp9372_c0_seq1
comp15986_c0_seq1	comp16113_c0_seq1
comp15987_c0_seq1	comp13498_c0_seq1
comp1598_c1_seq1	comp5922_c0_seq1
comp15991_c0_seq1	comp10579_c0_seq1
comp1049_c0_seq1	comp1352_c0_seq1
comp15996_c0_seq1	comp12624_c0_seq1
comp15997_c0_seq1	comp13573_c0_seq1
comp15998_c0_seq1	comp19529_c0_seq1
comp15999_c0_seq1	comp15150_c0_seq1
comp1599_c0_seq1	comp1769_c0_seq1
comp159_c0_seq1	comp137_c0_seq1
comp159_c1_seq1	comp137_c1_seq1
comp104_c0_seq1	comp95_c2_seq1
comp16006_c0_seq1	comp18413_c0_seq1
comp16007_c0_seq1	comp7625_c0_seq1
comp1600_c0_seq1	comp2429_c0_seq1
comp16010_c0_seq1	comp14133_c0_seq1
comp10500_c0_seq1	comp9873_c0_seq1
comp16016_c0_seq1	comp16191_c0_seq1
comp16018_c0_seq1	comp13289_c0_seq1
comp1601_c0_seq1	comp2675_c0_seq1
comp10501_c0_seq1	comp10100_c0_seq1
comp16026_c0_seq1	comp22711_c0_seq1
comp16028_c0_seq1	comp14571_c0_seq1
comp1602_c0_seq1	comp1146_c0_seq1
comp16030_c0_seq1	comp9381_c1_seq1
comp16031_c0_seq1	comp17239_c0_seq1
comp16033_c0_seq1	comp19123_c0_seq1
comp16035_c0_seq1	comp13323_c0_seq1
comp16036_c0_seq1	comp6430_c0_seq1
comp1603_c0_seq1	comp9281_c0_seq1
comp16040_c0_seq1	comp8986_c0_seq1
comp16041_c0_seq1	comp17690_c0_seq1
comp16044_c0_seq1	comp17640_c0_seq1
comp16045_c0_seq1	comp20633_c0_seq1
comp16048_c0_seq1	comp16666_c0_seq1
comp10502_c0_seq1	comp11689_c0_seq1
comp16050_c1_seq1	comp13931_c0_seq1
comp16051_c0_seq1	comp12794_c0_seq1
comp1605_c0_seq1	comp1170_c0_seq1
comp16060_c0_seq1	comp12640_c0_seq1
comp16061_c0_seq1	comp19190_c0_seq1
comp16062_c0_seq1	comp12123_c1_seq1
comp16063_c0_seq1	comp17160_c0_seq1
comp16066_c0_seq1	comp23768_c0_seq1
comp16067_c0_seq1	comp18977_c1_seq1
comp16071_c0_seq1	comp17412_c0_seq1
comp10503_c1_seq1	comp12084_c19_seq1
comp16076_c0_seq1	comp18651_c0_seq1
comp1607_c0_seq1	comp1061_c0_seq1
comp16080_c0_seq1	comp27111_c0_seq1
comp16081_c1_seq1	comp17772_c0_seq1
comp16082_c0_seq1	comp20339_c0_seq1
comp16085_c0_seq1	comp19784_c0_seq1
comp16086_c0_seq1	comp28302_c0_seq1
comp16088_c1_seq1	comp24303_c2_seq1
comp16089_c0_seq1	comp6641_c0_seq1
comp1608_c0_seq1	comp1346_c0_seq1
comp16090_c0_seq1	comp9612_c0_seq1
comp16093_c0_seq1	comp15487_c0_seq1
comp16094_c0_seq1	comp11385_c0_seq1
comp16098_c1_seq1	comp19297_c0_seq1
comp16099_c0_seq1	comp11430_c0_seq1
comp160_c0_seq1	comp419_c0_seq1
comp16100_c0_seq1	comp12395_c0_seq1
comp16102_c0_seq1	comp18472_c0_seq1
comp16103_c0_seq1	comp28144_c0_seq1
comp10506_c0_seq1	comp54006_c2_seq1
comp16104_c0_seq1	comp13077_c0_seq1
comp16105_c0_seq1	comp14048_c0_seq1
comp16108_c0_seq1	comp19478_c0_seq1
comp16109_c0_seq1	comp14177_c1_seq1
comp16112_c0_seq1	comp21104_c0_seq1
comp16115_c0_seq1	comp20051_c1_seq1
comp16116_c0_seq1	comp20426_c0_seq1
comp16117_c0_seq1	comp1236_c0_seq1
comp10506_c3_seq1	comp13063_c1_seq1
comp16118_c0_seq1	comp22600_c0_seq1
comp16119_c0_seq1	comp17089_c0_seq1
comp1611_c0_seq1	comp2755_c0_seq1
comp16120_c0_seq1	comp12175_c0_seq1
comp16121_c0_seq1	comp21473_c0_seq1
comp16124_c0_seq1	comp12813_c0_seq1
comp16125_c0_seq1	comp24522_c0_seq1
comp16127_c0_seq1	comp44545_c0_seq1
comp16129_c0_seq1	comp14899_c0_seq1
comp1612_c0_seq1	comp4450_c0_seq1
comp16130_c0_seq1	comp12269_c0_seq1
comp16132_c0_seq1	comp20072_c0_seq1
comp16136_c1_seq1	comp2002_c28_seq1
comp1613_c0_seq1	comp1401_c1_seq1
comp10508_c0_seq1	comp9777_c0_seq1
comp16143_c0_seq1	comp10696_c1_seq1
comp16144_c0_seq1	comp22576_c0_seq1
comp1614_c0_seq1	comp861_c0_seq1
comp16150_c0_seq1	comp12482_c0_seq1
comp16155_c0_seq1	comp16952_c0_seq1
comp16157_c0_seq1	comp2976_c0_seq1
comp16158_c0_seq1	comp24812_c0_seq1
comp16162_c0_seq1	comp31481_c0_seq1
comp16166_c0_seq1	comp14678_c0_seq1
comp16167_c1_seq1	comp17610_c0_seq1
comp16168_c0_seq1	comp18899_c0_seq1
comp1616_c0_seq1	comp1702_c0_seq1
comp16170_c0_seq1	comp9555_c0_seq1
comp16172_c0_seq1	comp21283_c1_seq1
comp16174_c0_seq1	comp12943_c0_seq1
comp16176_c0_seq1	comp23656_c0_seq1
comp16178_c0_seq1	comp12641_c0_seq1
comp1617_c0_seq1	comp2492_c0_seq1
comp16181_c1_seq1	comp17604_c0_seq1
comp16185_c0_seq1	comp5393_c0_seq1
comp16186_c0_seq1	comp10751_c0_seq1
comp105109_c0_seq1	comp47423_c0_seq1
comp16190_c0_seq1	comp16840_c0_seq1
comp16194_c0_seq1	comp26029_c0_seq1
comp1619_c0_seq1	comp2310_c0_seq1
comp16200_c0_seq1	comp17027_c0_seq1
comp16201_c0_seq1	comp13280_c0_seq1
comp16203_c0_seq1	comp15420_c0_seq1
comp16205_c0_seq1	comp11885_c0_seq1
comp1620_c0_seq1	comp4198_c0_seq1
comp16210_c0_seq1	comp14884_c0_seq1
comp16212_c0_seq1	comp14714_c0_seq1
comp16213_c0_seq1	comp26964_c0_seq1
comp16216_c0_seq1	comp11962_c0_seq1
comp16217_c0_seq1	comp22823_c0_seq1
comp1621_c0_seq1	comp1302_c0_seq1
comp16222_c0_seq1	comp25832_c0_seq1
comp16225_c0_seq1	comp11736_c0_seq1
comp16227_c0_seq1	comp39939_c0_seq1
comp16230_c0_seq1	comp20162_c0_seq1
comp16232_c0_seq1	comp6056_c1_seq1
comp16233_c0_seq1	comp15656_c1_seq1
comp1623_c0_seq1	comp2541_c0_seq1
comp16240_c0_seq1	comp19241_c0_seq1
comp10512_c0_seq1	comp11651_c0_seq1
comp16244_c0_seq1	comp17957_c0_seq1
comp16249_c0_seq1	comp13089_c0_seq1
